Date,SPY,EFA,AGG,VNQ,GSG,FXE,EEM,GLD,TIP,LQD,USO,UNG,HYG,IWM,QQQ
2003-11-12,70.84522247314453,22.69536018371582,50.5486946105957,,,,10.920278549194336,,,109.0,,,,40.39046096801758,30.32009506225586
2003-11-13,70.86522674560547,22.824724197387695,50.918663024902344,,,,11.00458812713623,,,110.02999877929688,,,,40.49896240234375,30.28621482849121
2003-11-14,70.26557159423828,22.67020606994629,50.95867919921875,,,,10.948626518249512,,,110.62999725341797,,,,39.73200225830078,29.668128967285156
2003-11-17,69.91242980957031,22.280330657958984,51.173641204833984,,,,10.734955787658691,,,110.83999633789062,,,,39.2494010925293,29.363330841064453
2003-11-18,69.18617248535156,22.368370056152344,51.148685455322266,,,,10.75603199005127,,,111.33000183105469,,,,38.819156646728516,28.685970306396484
2003-11-19,69.77252197265625,22.422266006469727,50.90861892700195,,,,10.686262130737305,,,110.3499984741211,,,,39.22694396972656,28.965377807617188
2003-11-20,69.14622497558594,22.278547286987305,51.08367919921875,,,,10.548179626464844,,,110.87999725341797,,,,38.961326599121094,28.685970306396484
2003-11-21,69.43270874023438,22.519283294677734,51.13867950439453,,,,10.639749526977539,,,111.25,,,,39.39155197143555,28.982311248779297
2003-11-24,70.35218811035156,22.68817138671875,50.92369842529297,,,,10.755302429199219,,,110.5,,,,40.29320526123047,29.786670684814453
2003-11-25,70.61870574951172,22.72410774230957,51.12369918823242,,,,10.792372703552246,,,110.8499984741211,,,,40.5363655090332,29.786670684814453
2003-11-26,70.8719253540039,22.916353225708008,50.938663482666016,,,,10.891206741333008,,,110.61000061035156,,,,40.75337219238281,29.922142028808594
2003-11-28,70.92516326904297,22.952289581298828,50.85866165161133,,,,10.988595008850098,,,110.05999755859375,,,,40.94791030883789,29.95602035522461
2003-12-01,71.69143676757812,23.406837463378906,50.71928024291992,,,,11.303284645080566,,,109.38999938964844,,,,41.47542953491211,30.396291732788086
2003-12-02,71.51155090332031,23.46253776550293,50.704246520996094,,,,11.253132820129395,,,109.69000244140625,,,,41.41181945800781,30.226964950561523
